path,label,split_group,split
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104834.jpg,Healthy,group-00277,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836.jpg,Healthy,group-00278,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836_1.jpg,Healthy,group-00279,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104837.jpg,Healthy,group-00280,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104838.jpg,Healthy,group-00281,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104840.jpg,Healthy,group-00282,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104841.jpg,Healthy,group-00284,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104843.jpg,Healthy,group-00284,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121152.jpg,Healthy,group-00285,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121159.jpg,Healthy,group-00286,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121216.jpg,Healthy,group-00287,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121240.jpg,Healthy,group-00288,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121242.jpg,Healthy,group-00289,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121248.jpg,Healthy,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121250.jpg,Healthy,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121254.jpg,Healthy,group-00292,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121258.jpg,Healthy,group-00293,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121301.jpg,Healthy,group-00294,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121303.jpg,Healthy,group-00295,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121311.jpg,Healthy,group-00297,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121312.jpg,Healthy,group-00297,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121317.jpg,Healthy,group-00299,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121320.jpg,Healthy,group-00299,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121326.jpg,Healthy,group-00300,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121331.jpg,Healthy,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121333.jpg,Healthy,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121335.jpg,Healthy,group-00303,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121339.jpg,Healthy,group-00304,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121341.jpg,Healthy,group-00305,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121342.jpg,Healthy,group-00306,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121351.jpg,Healthy,group-00307,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121353.jpg,Healthy,group-00308,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121355.jpg,Healthy,group-00309,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121357.jpg,Healthy,group-00310,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121359.jpg,Healthy,group-00311,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121401.jpg,Healthy,group-00312,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121403.jpg,Healthy,group-00313,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121407.jpg,Healthy,group-00314,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121409.jpg,Healthy,group-00315,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121417.jpg,Healthy,group-00316,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121419.jpg,Healthy,group-00317,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121422.jpg,Healthy,group-00318,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121426.jpg,Healthy,group-00319,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121428.jpg,Healthy,group-00320,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121430.jpg,Healthy,group-00321,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121432.jpg,Healthy,group-00322,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121433.jpg,Healthy,group-00323,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121436.jpg,Healthy,group-00325,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121438.jpg,Healthy,group-00325,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121439.jpg,Healthy,group-00326,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121445.jpg,Healthy,group-00327,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121450.jpg,Healthy,group-00328,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121453.jpg,Healthy,group-00329,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121454.jpg,Healthy,group-00330,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121457.jpg,Healthy,group-00331,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121459.jpg,Healthy,group-00332,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121501.jpg,Healthy,group-00333,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121504.jpg,Healthy,group-00334,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121505.jpg,Healthy,group-00335,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121507.jpg,Healthy,group-00336,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121509.jpg,Healthy,group-00337,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121511.jpg,Healthy,group-00338,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121513.jpg,Healthy,group-00339,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121515.jpg,Healthy,group-00340,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121517.jpg,Healthy,group-00341,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121519.jpg,Healthy,group-00342,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121521.jpg,Healthy,group-00343,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121522.jpg,Healthy,group-00344,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121525.jpg,Healthy,group-00345,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121526.jpg,Healthy,group-00346,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121529.jpg,Healthy,group-00347,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121532.jpg,Healthy,group-00348,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121535.jpg,Healthy,group-00349,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121539.jpg,Healthy,group-00350,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121540.jpg,Healthy,group-00351,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121543.jpg,Healthy,group-00352,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121546.jpg,Healthy,group-00353,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121548.jpg,Healthy,group-00354,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121549.jpg,Healthy,group-00355,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121551.jpg,Healthy,group-00356,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121553.jpg,Healthy,group-00357,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121555.jpg,Healthy,group-00358,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121557.jpg,Healthy,group-00359,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121558.jpg,Healthy,group-00360,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121600.jpg,Healthy,group-00361,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121602.jpg,Healthy,group-00362,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121604.jpg,Healthy,group-00363,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121606.jpg,Healthy,group-00364,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121608.jpg,Healthy,group-00365,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121609.jpg,Healthy,group-00366,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121611.jpg,Healthy,group-00367,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121612.jpg,Healthy,group-00368,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121614.jpg,Healthy,group-00369,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121623.jpg,Healthy,group-00370,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121625.jpg,Healthy,group-00371,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121628.jpg,Healthy,group-00372,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121630.jpg,Healthy,group-00373,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121637.jpg,Healthy,group-00374,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121639.jpg,Healthy,group-00375,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121641.jpg,Healthy,group-00376,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121644.jpg,Healthy,group-00377,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121646.jpg,Healthy,group-00378,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121648.jpg,Healthy,group-00379,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121650.jpg,Healthy,group-00380,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121652.jpg,Healthy,group-00381,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121653.jpg,Healthy,group-00382,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121655.jpg,Healthy,group-00383,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121658.jpg,Healthy,group-00384,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121706.jpg,Healthy,group-00385,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121723.jpg,Healthy,group-00386,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121727.jpg,Healthy,group-00387,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121729.jpg,Healthy,group-00388,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121731.jpg,Healthy,group-00389,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121733.jpg,Healthy,group-00390,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121735.jpg,Healthy,group-00391,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121737.jpg,Healthy,group-00392,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121743.jpg,Healthy,group-00393,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121746.jpg,Healthy,group-00394,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121748.jpg,Healthy,group-00395,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121750.jpg,Healthy,group-00396,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121753.jpg,Healthy,group-00397,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121755.jpg,Healthy,group-00398,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121800.jpg,Healthy,group-00399,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121803.jpg,Healthy,group-00400,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121806.jpg,Healthy,group-00401,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121808.jpg,Healthy,group-00402,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121810.jpg,Healthy,group-00403,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121813.jpg,Healthy,group-00404,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121816.jpg,Healthy,group-00405,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121818.jpg,Healthy,group-00406,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121823.jpg,Healthy,group-00407,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121826.jpg,Healthy,group-00408,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121829.jpg,Healthy,group-00409,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121831.jpg,Healthy,group-00410,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121832.jpg,Healthy,group-00411,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121834.jpg,Healthy,group-00412,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121836.jpg,Healthy,group-00413,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121843.jpg,Healthy,group-00414,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121845.jpg,Healthy,group-00415,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121847.jpg,Healthy,group-00416,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121848.jpg,Healthy,group-00417,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121850.jpg,Healthy,group-00418,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121852.jpg,Healthy,group-00419,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121853.jpg,Healthy,group-00420,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121857.jpg,Healthy,group-00421,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121914.jpg,Healthy,group-00422,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121923.jpg,Healthy,group-00423,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121925.jpg,Healthy,group-00424,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121928.jpg,Healthy,group-00425,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121932.jpg,Healthy,group-00426,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121937.jpg,Healthy,group-00427,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121949.jpg,Healthy,group-00428,development
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121954.jpg,Healthy,group-00429,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.29.jpg,Healthy,group-00430,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.31.jpg,Healthy,group-00431,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.32.jpg,Healthy,group-00432,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.33 (1).jpg,Healthy,group-00433,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-08 at 18.12.33.jpg,Healthy,group-00434,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.36 (1).jpg,Healthy,group-00435,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.36.jpg,Healthy,group-00436,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.37 (1).jpg,Healthy,group-00437,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.37.jpg,Healthy,group-00438,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.41 (1).jpg,Healthy,group-00439,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.41.jpg,Healthy,group-00440,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.42 (1).jpg,Healthy,group-00441,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.42.jpg,Healthy,group-00442,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.43 (1).jpg,Healthy,group-00443,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.43.jpg,Healthy,group-00444,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.44 (1).jpg,Healthy,group-00445,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.44.jpg,Healthy,group-00446,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.45.jpg,Healthy,group-00447,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.46 (1).jpg,Healthy,group-00448,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.46.jpg,Healthy,group-00449,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.47.jpg,Healthy,group-00450,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.48 (1).jpg,Healthy,group-00451,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-09 at 20.33.48.jpg,Healthy,group-00452,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.03.jpg,Healthy,group-00453,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.04.jpg,Healthy,group-00454,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.05.jpg,Healthy,group-00455,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.06.jpg,Healthy,group-00456,test
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.07.jpg,Healthy,group-00457,development
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.30.08.jpg,Healthy,group-00458,test
Basil_Plant_Unhealthy/IMG_20201217_112345.jpg,Unhealthy,group-00459,development
Basil_Plant_Unhealthy/IMG_20201217_112348.jpg,Unhealthy,group-00460,development
Basil_Plant_Unhealthy/IMG_20201217_112352.jpg,Unhealthy,group-00461,development
Basil_Plant_Unhealthy/IMG_20201217_112357.jpg,Unhealthy,group-00462,development
Basil_Plant_Unhealthy/IMG_20201217_112408.jpg,Unhealthy,group-00465,development
Basil_Plant_Unhealthy/IMG_20201217_112411.jpg,Unhealthy,group-00464,development
Basil_Plant_Unhealthy/IMG_20201217_112413.jpg,Unhealthy,group-00465,development
Basil_Plant_Unhealthy/IMG_20201217_112415.jpg,Unhealthy,group-00466,test
Basil_Plant_Unhealthy/IMG_20201217_112501.jpg,Unhealthy,group-00467,development
Basil_Plant_Unhealthy/IMG_20201217_112549.jpg,Unhealthy,group-00468,development
Basil_Plant_Unhealthy/IMG_20201217_112600.jpg,Unhealthy,group-00469,test
Basil_Plant_Unhealthy/IMG_20201217_112604.jpg,Unhealthy,group-00470,test
Basil_Plant_Unhealthy/IMG_20201217_112606.jpg,Unhealthy,group-00471,test
Basil_Plant_Unhealthy/IMG_20201217_112621.jpg,Unhealthy,group-00472,development
Basil_Plant_Unhealthy/IMG_20201217_112623.jpg,Unhealthy,group-00473,development
Basil_Plant_Unhealthy/IMG_20201217_112652.jpg,Unhealthy,group-00474,development
Basil_Plant_Unhealthy/IMG_20201217_112654.jpg,Unhealthy,group-00475,test
Basil_Plant_Unhealthy/IMG_20201217_112658.jpg,Unhealthy,group-00476,development
Basil_Plant_Unhealthy/IMG_20201217_112712.jpg,Unhealthy,group-00477,development
Basil_Plant_Unhealthy/IMG_20201217_112714.jpg,Unhealthy,group-00478,development
Basil_Plant_Unhealthy/IMG_20201217_112718.jpg,Unhealthy,group-00479,development
Basil_Plant_Unhealthy/IMG_20201217_112722.jpg,Unhealthy,group-00480,development
Basil_Plant_Unhealthy/IMG_20201217_112725.jpg,Unhealthy,group-00481,development
Basil_Plant_Unhealthy/IMG_20201217_112726.jpg,Unhealthy,group-00482,development
Basil_Plant_Unhealthy/IMG_20201217_112729.jpg,Unhealthy,group-00483,test
Basil_Plant_Unhealthy/IMG_20201217_112731.jpg,Unhealthy,group-00484,development
Basil_Plant_Unhealthy/IMG_20201217_112739.jpg,Unhealthy,group-00485,development
Basil_Plant_Unhealthy/IMG_20201217_112744.jpg,Unhealthy,group-00486,test
Basil_Plant_Unhealthy/IMG_20201217_112752.jpg,Unhealthy,group-00487,test
Basil_Plant_Unhealthy/IMG_20201217_112754.jpg,Unhealthy,group-00488,test
Basil_Plant_Unhealthy/IMG_20201217_112755.jpg,Unhealthy,group-00489,test
Basil_Plant_Unhealthy/IMG_20201217_112757.jpg,Unhealthy,group-00490,development
Basil_Plant_Unhealthy/IMG_20201217_112759.jpg,Unhealthy,group-00491,development
Basil_Plant_Unhealthy/IMG_20201217_112801.jpg,Unhealthy,group-00492,development
Basil_Plant_Unhealthy/IMG_20201217_112805.jpg,Unhealthy,group-00493,development
Basil_Plant_Unhealthy/IMG_20201217_112809.jpg,Unhealthy,group-00494,development
Basil_Plant_Unhealthy/IMG_20201217_112810.jpg,Unhealthy,group-00495,test
Basil_Plant_Unhealthy/IMG_20201217_112812.jpg,Unhealthy,group-00496,development
Basil_Plant_Unhealthy/IMG_20201217_112814.jpg,Unhealthy,group-00497,development
Basil_Plant_Unhealthy/IMG_20201217_150537.jpg,Unhealthy,group-00498,development
Basil_Plant_Unhealthy/IMG_20201217_150541.jpg,Unhealthy,group-00500,development
Basil_Plant_Unhealthy/IMG_20201217_150544.jpg,Unhealthy,group-00500,development
Basil_Plant_Unhealthy/IMG_20201217_150547.jpg,Unhealthy,group-00501,development
Basil_Plant_Unhealthy/IMG_20201217_150556.jpg,Unhealthy,group-00502,development
Basil_Plant_Unhealthy/IMG_20201217_150600.jpg,Unhealthy,group-00503,development
Basil_Plant_Unhealthy/IMG_20201217_150604.jpg,Unhealthy,group-00504,development
Basil_Plant_Unhealthy/IMG_20201217_150605.jpg,Unhealthy,group-00506,development
Basil_Plant_Unhealthy/IMG_20201217_150606.jpg,Unhealthy,group-00506,development
Basil_Plant_Unhealthy/IMG_20201217_150609.jpg,Unhealthy,group-00507,test
Basil_Plant_Unhealthy/IMG_20201217_150610.jpg,Unhealthy,group-00508,test
Basil_Plant_Unhealthy/IMG_20201217_150612.jpg,Unhealthy,group-00509,development
Basil_Plant_Unhealthy/IMG_20201217_150615.jpg,Unhealthy,group-00510,development
Basil_Plant_Unhealthy/IMG_20201217_150617.jpg,Unhealthy,group-00511,development
Basil_Plant_Unhealthy/IMG_20201217_150620.jpg,Unhealthy,group-00512,development
Basil_Plant_Unhealthy/IMG_20201217_150623.jpg,Unhealthy,group-00513,development
Basil_Plant_Unhealthy/IMG_20201217_150626.jpg,Unhealthy,group-00514,development
Basil_Plant_Unhealthy/IMG_20201217_150627.jpg,Unhealthy,group-00515,development
Basil_Plant_Unhealthy/IMG_20201217_150629.jpg,Unhealthy,group-00517,development
Basil_Plant_Unhealthy/IMG_20201217_150629_1.jpg,Unhealthy,group-00517,development
Basil_Plant_Unhealthy/IMG_20201217_150630.jpg,Unhealthy,group-00518,test
Basil_Plant_Unhealthy/IMG_20201217_150631.jpg,Unhealthy,group-00519,development
Basil_Plant_Unhealthy/IMG_20201217_150735.jpg,Unhealthy,group-00520,development
Basil_Plant_Unhealthy/IMG_20201217_150737.jpg,Unhealthy,group-00522,test
Basil_Plant_Unhealthy/IMG_20201217_150739.jpg,Unhealthy,group-00522,test
Basil_Plant_Unhealthy/IMG_20201217_150741.jpg,Unhealthy,group-00524,development
Basil_Plant_Unhealthy/IMG_20201217_150744.jpg,Unhealthy,group-00524,development
Basil_Plant_Unhealthy/IMG_20201217_150748.jpg,Unhealthy,group-00526,development
Basil_Plant_Unhealthy/IMG_20201217_150750.jpg,Unhealthy,group-00526,development
Basil_Plant_Unhealthy/IMG_20201217_150752.jpg,Unhealthy,group-00528,development
Basil_Plant_Unhealthy/IMG_20201217_150753.jpg,Unhealthy,group-00528,development
Basil_Plant_Unhealthy/IMG_20201217_150757.jpg,Unhealthy,group-00529,development
Basil_Plant_Unhealthy/IMG_20201217_150759.jpg,Unhealthy,group-00530,test
Basil_Plant_Unhealthy/IMG_20201217_150801.jpg,Unhealthy,group-00531,development
Basil_Plant_Unhealthy/IMG_20201217_150802.jpg,Unhealthy,group-00532,development
Basil_Plant_Unhealthy/IMG_20201217_150929.jpg,Unhealthy,group-00533,development
Basil_Plant_Unhealthy/IMG_20201217_150930.jpg,Unhealthy,group-00534,development
Basil_Plant_Unhealthy/IMG_20201217_150931.jpg,Unhealthy,group-00535,test
Basil_Plant_Unhealthy/IMG_20201217_150933.jpg,Unhealthy,group-00536,development
Basil_Plant_Unhealthy/IMG_20201217_150938.jpg,Unhealthy,group-00537,test
Basil_Plant_Unhealthy/IMG_20201217_150939.jpg,Unhealthy,group-00538,development
Basil_Plant_Unhealthy/IMG_20201217_150941.jpg,Unhealthy,group-00539,development
Basil_Plant_Unhealthy/IMG_20201217_150942.jpg,Unhealthy,group-00540,development
Basil_Plant_Unhealthy/IMG_20201217_150944.jpg,Unhealthy,group-00541,development
Basil_Plant_Unhealthy/IMG_20201217_150947.jpg,Unhealthy,group-00542,test
Basil_Plant_Unhealthy/IMG_20201217_150953.jpg,Unhealthy,group-00544,development
Basil_Plant_Unhealthy/IMG_20201217_150954.jpg,Unhealthy,group-00544,development
Basil_Plant_Unhealthy/IMG_20201217_150959.jpg,Unhealthy,group-00545,development
Basil_Plant_Unhealthy/IMG_20201217_151001.jpg,Unhealthy,group-00546,development
Basil_Plant_Unhealthy/IMG_20201217_151003.jpg,Unhealthy,group-00547,development
Basil_Plant_Unhealthy/IMG_20201217_151006.jpg,Unhealthy,group-00548,test
Basil_Plant_Unhealthy/IMG_20201217_151008.jpg,Unhealthy,group-00550,development
Basil_Plant_Unhealthy/IMG_20201217_151009.jpg,Unhealthy,group-00550,development
Basil_Plant_Unhealthy/IMG_20201217_151012.jpg,Unhealthy,group-00551,development
Basil_Plant_Unhealthy/IMG_20201217_151015.jpg,Unhealthy,group-00552,development
Basil_Plant_Unhealthy/IMG_20201217_151021.jpg,Unhealthy,group-00553,development
Basil_Plant_Unhealthy/IMG_20201217_151025.jpg,Unhealthy,group-00554,test
Basil_Plant_Unhealthy/IMG_20201217_151031.jpg,Unhealthy,group-00555,test
Basil_Plant_Unhealthy/IMG_20201217_151032.jpg,Unhealthy,group-00556,development
Basil_Plant_Unhealthy/IMG_20201217_151033.jpg,Unhealthy,group-00557,development
Basil_Plant_Unhealthy/IMG_20201217_151034.jpg,Unhealthy,group-00558,development
Basil_Plant_Unhealthy/IMG_20201217_151035.jpg,Unhealthy,group-00559,test
Basil_Plant_Unhealthy/IMG_20201217_151036.jpg,Unhealthy,group-00560,development
Basil_Plant_Unhealthy/IMG_20201217_151037.jpg,Unhealthy,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151038.jpg,Unhealthy,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151039.jpg,Unhealthy,group-00565,development
Basil_Plant_Unhealthy/IMG_20201217_151040.jpg,Unhealthy,group-00565,development
