path,label,group,width,height,sha256,pixel_sha256,phash,split_group,split,role
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104559.jpg,Healthy,,300,300,d29c208b4703392985852947308749689c83c49e28cb94f70bb6b29812d45599,332bb73dbd208b26e88477942d0fb3800a8a88d1452ca074136afdf77f5cfe7c,2430935999229760683,group-00213,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104601.jpg,Healthy,,300,300,3c9be33ddc5029979fa9430acdcd70c05a7dfe29662b9918d8fb3bdf29b5a9f2,5c605d85be3d0b3235362f71a40be16e0757cc39c8dd7b25755124fdaf824cf2,2430935999229760683,group-00213,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104602.jpg,Healthy,,300,300,5bb1e02a113530ad57f9e8418a402cf64fe8a68d989e4ef12b97099d7b34797f,798758c2c27dce10b4ccbbd67d9658d7d6998266462c72a258c0f91caacf2c23,2448915212289283247,group-00214,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104607.jpg,Healthy,,300,300,0cb566483ec7ea8ca02de55eb7596530bf6d6b1868be7b4b2dd8e8a2abca1f28,352d942927777716410405078bcde5db84db5c1bc38954797be3d24544b6126a,6108265565443637758,group-00215,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104608.jpg,Healthy,,300,300,51564df5f70fe99f5cf49eb833221c7ed400de20a4306214066ca3d70791776d,a225414f61ad814183d28562f9f391bb244ac4f825301ee34821706ba07c7f56,5829036340695974398,group-00216,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104613.jpg,Healthy,,300,300,a743bc86ebeee2bcc1c9a823366a5b5a270ebd08ca805efcf12ffb4261522378,edcacfd8c6acfcb4bd2dd476058d9634352dd4628713d5b8112fcf75ef763caf,8506668547650110635,group-00217,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104616.jpg,Healthy,,300,300,4aa22a4e5c69b0f29d7516fe7cf7a1ace719389048d93366d7cc59f4946c38e0,42ef8f7edb690e1c6d3ef9bc952d9a0c452780929684c1935d544e91a05a65c1,6777391704487757051,group-00218,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104623.jpg,Healthy,,300,300,4bdce47eb08603ecf9c6d68dc90c1a41735c561c6d5048693a9e8bf9f8f498dc,817ea77b32fcb3c1795e92d7772ee8e5b47019043e958a74ce3c35980dcf83bc,8745466017771574459,group-00219,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104626.jpg,Healthy,,300,300,2156e6b750b4f06e624c30c549132856a208f4908f32941f016770cc1ec518ba,b11038e55897b15f17234fafd89565bce244169f22b7112a4f2252ddba530bbd,2924529035575219435,group-00222,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104627.jpg,Healthy,,300,300,e1b849bc0550debd131960358fe44d8dffc0c200db3c08a6e51762a584518cf2,640d21f3b35c2f624d07d7991b28cfa8babce656ad7c7753fe8a27b4b15f1333,4329652187228984555,group-00222,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104628.jpg,Healthy,,300,300,0d0a982a28f11c24d46d29c32c72ea8a9ccfd8cec3a30509b8b591c895bad6d7,45a271aeef5dfe7ba923bb2b892098be7711f8ff561af8f04fe9b875bab0677c,3212759479909535979,group-00222,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104629.jpg,Healthy,,300,300,6edad3b1c4dc6901b3b66b88de3c050c5c9438e2ae4a9d27dd8e3a6363fee7d7,5d3e3c5c956cfe2352ad68bf31028bba42191719162af166c7beeadeb45c6851,8698141489580396795,group-00223,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104631.jpg,Healthy,,300,300,ad21125bb37880c0adf6cdc5e2a0298cf0f41f23e4ee06ff20b0bb4bb952ec55,86e9ae84a28e177573f557690146613a171e720c4ee3271235a968a0cb6a3019,2420204526032749999,group-00226,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104632.jpg,Healthy,,300,300,f34d370ce576a1aa5eb0507f3f9cdb97359fb7fceb60882127be0b2a3182acce,c06a2b387a2b7c024a7b6f2a146680dc578c6275afc91ed1799e628bcaae90bc,2422385957102257583,group-00226,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104632_1.jpg,Healthy,,300,300,7b95e24c7cd99c154e6a1778b79bb15d7cbd98e085d850fbba53e026d5be7eea,a97053d7fe98f15c1061aa292dfcd0469532923d59c275976b8dba04cb03a74f,2422385957102257583,group-00226,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104650.jpg,Healthy,,300,300,811dc2e12e86beee2d53a34b6ca7679431f9492e6f2356ac99fd531fc3216b7d,bc5e21c45b830711ad39cd5d1edb35b220c6f191831308b858b4a3d5fa35a091,2633907212456445371,group-00228,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104651.jpg,Healthy,,300,300,94d1291cd1756bb09db2435cd9fd18e0dd4f49ec5d3a24cf9f588f5cfa8de8b9,036a43b0ee362cfd0ebac775a39eec72fbff1f32232b7827cd7aab6382423ea2,8398514733326419387,group-00228,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104652.jpg,Healthy,,300,300,98e4fe5fb9c59603a3e6f400fd2a04b3987c931bb7c37fde88c4a8c0c9d27c64,1da625f28bc22f8aefe34157fdb114d301e1b7c58b3bd75c1125e2bdd5de35c6,7271295309850740203,group-00230,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104653.jpg,Healthy,,300,300,a6fd0004f757849f6016a59f53eff43c3ee4dce8db217c08d46deadb45ef3e62,4655f29807f49441ee2cec562489397558b46271c44c6249420ffbc932b8273d,7266791710223369707,group-00230,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104654.jpg,Healthy,,300,300,613dc5c90375d077633193a74aab1fa2a44372973c53440bcb1f9c8340c1a76d,0d424b3019f40a5bfec7b056cc9677e2e3ceb9e503e799d766974728cdd2fc93,4956445098179954155,group-00232,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104655.jpg,Healthy,,300,300,543f40865fb636cdb8aa1e6addd0865d1307f785390993a3aee3707e68ff2d8d,f48f9b14e94957b6c3a73d0441830508ce89542a9d90c980784b8c2a2816fe0f,4960948697538762219,group-00232,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104714.jpg,Healthy,,300,300,8d3718db3ebf2533280faee9c0d77e3a26a197ffde52f1b7e18a7eea997d3584,a1f3edc1ac9ebd281c595d4a8202e3324850747c7aa60babd8b7d679c0b60a2a,8505223206369812623,group-00237,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104715.jpg,Healthy,,300,300,ddb2c11b7642f29b1198387861abfc78e5e6e7bb6a173babb577ae70f87bbee2,f61b9a37654bae593841a4c48e1b5f6524fd2e515fae4d350f028702a07a816a,6199397789342167183,group-00237,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104717.jpg,Healthy,,300,300,4619549e64a5c288fe24dbdd6800a3eed068c2a0f1f56690b022ea863a351687,1ebe714c70d5311304744be8e5f2e379c77652e5a78e0827c25104e315a3f30b,5082505081754284175,group-00237,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104718.jpg,Healthy,,300,300,459b6abcdbeb182ee56691407598ae0cafb715c7d4b45671fbd2fa5a4f4e4d8e,d09d1408681f57017c32e413ac52cdc16c98d4556d881bb1f77ad0941f6f2f4d,5082505081754284175,group-00237,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104719.jpg,Healthy,,300,300,66d6be073ef07fdb41d81f901fd3af6eee7b2f8c81a2274bf58a827b7c9403f5,251f830e45679caf07db36dedec5b13c0f9893d7c20ee5de58172ccbe035ff9c,5082505081754284175,group-00237,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104721.jpg,Healthy,,300,300,c05cb2fc8eab24f0a42226b4b36fa1d9be1ef3fa7dd50745319712d311af9f49,2811c6d489cc4b095104acff19a5093a621da20eef7c5e788af1f4d8ae0eb6a7,3911551312524785807,group-00238,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104724.jpg,Healthy,,300,300,5234a0c9155ef8a4d2ebbf7b867ba430b3054499b46ae71d213a599099951453,d1fb831952ec13c92e54d83902e0d9d0795ef4eba50866dde990cc957797612c,367262936672933965,group-00240,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104725.jpg,Healthy,,300,300,c8110aada76f4705b7e5fb424b9a42527b3fc9d7eb6721f6fa927d7db15e7199,76ab06cd4c2ce5297412dfe35ffa04b0e08d2ea4cf733dbeafea58a581835076,403326916989720653,group-00240,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104726.jpg,Healthy,,300,300,98a4d513223f6c6b6c8c8d40a999808d01c49339ffcbeef3c6aac8c4c18483b4,499934c54af278d8e2450eded1c1f4f900f79b18abd03a636a0f76a42c2ad509,5135409728777870364,group-00241,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104729.jpg,Healthy,,300,300,8da3e08f600589aecf0cac36619059559091d5e9cc19e53bea3d9fe446d2566a,2e525c314d5422477e228f7b1765932b3b47de2f479b56404d7323f7ba49140c,428835583533420641,group-00242,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104730.jpg,Healthy,,300,300,42159de58c3adf3c56ceee2e7b4a2a14e674bbf35ecb1e75b78bdaeba8e41444,bc444f215d55a67457e19236e110abdbcc0b0c140b0e32ee665e1b7a46c9377d,1284519787074334765,group-00243,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104732.jpg,Healthy,,300,300,163b61abc1a6946d8ffdd374baa0cd796da3a018eb8ab20909532a74e78e74a8,f8a0912b7dab3208d593084192c7aa9a10791f7cd15118e482571f817c1cd0f6,3997107262311877637,group-00244,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104735.jpg,Healthy,,300,300,a221db5a5509b7ed23051eb8a0f7b04f43267e7150a5d829a87e39dd2c9aabf3,04da1cccc77fc221006068d34af6d0e965a029fea62c675a56fcf8c4fbaea70d,8617800359198321665,group-00248,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104736.jpg,Healthy,,300,300,257b5fede59527e0c4f864decdb646756ae154a52055a5fe777f89e1b49820d5,a8064d287d7430728e5260fad6db6705d233c8991b6fc02800888af9ab983ec3,7482893253100694533,group-00248,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104737.jpg,Healthy,,300,300,2574abf7057b57ecb74c5fb8ac8b3cf94cbca35ec5a47efc4bd5789f9d53c57f,00190c79e1ef03acc5af399587e51cdfbf0a068ee90ef2771962416c6f9b01aa,7483456203054115844,group-00248,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104739.jpg,Healthy,,300,300,1ea849d46837b21f615a5d176730146110c15ab5b1832ae32d692c8b7cadaf93,0d9e573c2c964e31862b3cb1ccbe036e09867dbb846e6857b90bbb0b16459e16,7484019273266621444,group-00248,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104742.jpg,Healthy,,300,300,fe3a1e56111702a75820b1e1a7b0786fdf1ba92b4721956bb629cc543546533d,ec2568c0f91280497ae6ad727301e13a70034ca814ef5093e283ed5c7584b0c3,2543908819241179168,group-00249,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104743.jpg,Healthy,,300,300,7e51982e528c1dedd726b79d81bd66eda2868c9214d962b69a1e31604ad6ad2e,36d85c336411ed96a846a37900bef33d259681f7527d248eb839212b3f3c57cb,5590347083913270309,group-00250,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104746.jpg,Healthy,,300,300,db2739f6905a6fde216bb381c0457510e573e6295819f95e815479d3cf398f9a,8a636d5933c3ac4f698c5d8d8b0451bc360375dd51d6e12811bda2a55b074f89,5302129936260839461,group-00251,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104748.jpg,Healthy,,300,300,b9218824031f955a2b870acfa06ae55318a1db96f628a7ff95aabab4eedbf188,37a2f7463e06ffaeec0c577ea8402ecf2a010680d0ee7054f38f208204eef770,4259780473826488361,group-00252,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104756.jpg,Healthy,,300,300,948b4c718217761485cdec6c39ea80a88becc1bf87d776a0dce484372dca36b2,bea8a605f7b33692567871394d94f37ddae08569abef49379066e27b421e7cce,5286251449550894080,group-00253,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104757.jpg,Healthy,,300,300,f832aabd049d474bbef0181e503b40a3fe0757f95b7a57250e64b1c0d976dc98,2597baed60b6a9131e684536c6845282c3401f57fb78c9538b8761c160901861,5286313022167186960,group-00255,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104758.jpg,Healthy,,300,300,6082908af237dfba9af850fa526a3430c8012c7e9396c825be925bd364fe33ce,d2b2a217b78223122b523a50b3aaf3be657633855dd551f5a0a388ec889d54a8,5286313022167186960,group-00255,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104802.jpg,Healthy,,300,300,12e8b4980701e094f07dc1d9a0881d8b822ed0c03bb24177ce6e28649435848f,4e6c117efcb94ac90cd4b010ef8997c9b75f4b850a2a06016965f794e0825059,688643646860750848,group-00257,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104803.jpg,Healthy,,300,300,c66c563d1641785f31963d2a126507cbc3f1fbfb07d32abcd01917ed9bb12414,7cb0e893260fd9903038942dcd61017d81ff20ca268498c8600463745776eaa8,2418017107677999168,group-00257,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104804.jpg,Healthy,,300,300,cd83d24d20eb7e706e91ab4693ad69d223b9f7f4ce3de113ee060a65c6954f66,220990ed92d1783b015f43edef528931d3a1f92ba1be1afc42359910c6036962,3859457953835970624,group-00258,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104805.jpg,Healthy,,300,300,23687770f1a4342339c962117481ee31cbfcccb6eaf7c1e039dceb89ed8d9d49,cc24324575a402d0f7d01d24a84c94b4b8736995c3caadbf806f3543e9aecd75,7608693925061754880,group-00261,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104806.jpg,Healthy,,300,300,5b5ee963cb76faf90b247a5aea943182d4e8d6169ad916c4371848bdc16fb304,cd849644ee8f167bb983dbcd39ddc6f8ebc0dbfb11c2e50f4f9cb3089fcee75a,7604207986306351104,group-00261,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104807.jpg,Healthy,,300,300,0401ec9a5ae4f9769ed2208fa516599fbdcb9aecd8d939c79b432b94d83f01fe,7800b99278ff3be6643eef4ed5c6c0365debb15967f3c6298f1d80911ef46bca,7581689713291591680,group-00261,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104808.jpg,Healthy,,300,300,606d06bc2dd5350c65e3382bacb993cb28adf1581199477549b31055fd9c0ba2,78c2783943ae3067687b9cd7669ee982712e5720a32a41d8560c68d0e232c9a8,1984591566609547264,group-00262,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104810.jpg,Healthy,,300,300,cd6d57509c6c3c3b9ee785b769dfe6620b0d52d926d90f538c1516812aa10307,99b95efdb1744b3f24f03c9f14091c6908a37948870935d14eba95754e3d0d2c,1049056149560594496,group-00263,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104812.jpg,Healthy,,300,300,77095713a7c092accecef006959318983b3d041ae5515c0f0236baec66057b30,749fbd644b2cdb1ab56acd53a4cecc31b8e329f1481f90fee6dac9dbbf4ccd9e,1013027902968266816,group-00264,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104815.jpg,Healthy,,300,300,805dad3f0a33c943354a1375188e88e3235ca047521c2596e2dfba62a4bba732,bc05f3dabd4e6d745f05aa8df6412e9ba6158c18a0c097b49dd731efe08b4931,868895139752022112,group-00265,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104817.jpg,Healthy,,300,300,2b252c83e4568ef76a54ba126cbada73cab9bf5996f28b6d2a76dba4595cc3c9,2f87b2126712ce2f3a1db8c92e07fc2fcb8cf8caeadc37bcc01197af6fe84ed5,759973119858016352,group-00267,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104817_1.jpg,Healthy,,300,300,b01742b6cb8b7e982aa65246ee4564a5ff10227e31b71066a47db04f8a1db19f,cf0d05b7bcec42bf181d7c2ed5c5c27bc82f658cc31f15a82813fc38705f379b,777969926181453920,group-00267,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104819.jpg,Healthy,,300,300,a39edc407ee4c3032c77e7d7d01e821a9762fc44cdc12503a299d0cf83239571,338b933e8679f873d0fe76e578adcec770857123c19e82c1330640db6d830c34,5675564153007996960,group-00268,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104819_1.jpg,Healthy,,300,300,00c90a1f2b76609cd9f0a9239b3829c564d106feb002b140e3906e8733f46426,8e4bcdf5f196462c9472d14bd26599235fd2cc6b399d1bc48a652f160998c1ba,5585228277669922848,group-00269,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104821.jpg,Healthy,,300,300,9275c1b6fcc4df1d655648244ef21432cd05af2ee6ef8d6a12617d40d1a24111,796ee6eadee1a2e2fe7077d06bf5e0d632011b4f7998386be8070af506a54c38,3243426840651464736,group-00270,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104822.jpg,Healthy,,300,300,61d26ccc7ac90486892c05411c30f796895b61d78bc53757b2a3813edcd0952e,1d51198c8ac12248f248ff05e61567fa1e5f8715e33880c8911e07b53d94b84b,7890517116309176400,group-00271,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104823.jpg,Healthy,,300,300,33387dc19f4bd825c60749f38d52d6d1295a2c9ef15465efe923b617c9ca303d,b5ccd0bdd25e690e73b5fd358fe08e207256c3a44b9242d25a8c262ec7689d44,3406620753951424512,group-00272,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104825.jpg,Healthy,,300,300,da5c7134dc78061b2c36e8e2487f062760f181c91638e91ab3a0e68397a391d7,184c45bf5fd6a69386693f3dfb0e7b42ce6d334e20edb72c5c5aefac70ece38a,7964205748068087841,group-00273,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104828.jpg,Healthy,,300,300,81b33f01bad509946e42db1f085f787bad9d8f041f2c46088004a093750d27f6,6f947265dd2676c6a7c6d42307aac415bb50ad85ea638ff92abca51a97b1cdce,3502849907396636673,group-00274,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104828_1.jpg,Healthy,,300,300,b54aedbf565364f5264769f5394b0adf8f4e450c44309953969d8c07a1583e5f,9c7236e33e81ac9b497de620d385b553258f96b3feb163e5581fc00e2a5865d5,6970601897982095361,group-00275,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104831.jpg,Healthy,,300,300,c5feee3482ef96115dae5a0130973e4ec308a5494662d81616992c894a6d0433,bbf95982d8de243ec401a9914d2a55755efedb64588bf086c24dc5e08f5b87e4,4201522545147572361,group-00276,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104834.jpg,Healthy,,300,300,05e3eb67441fbc85c8254685de9f7f308874fd5dbf2ccc3c65240b6a8a6ebe6c,cba74acc9411806d4e7dcc4aeda0b49977f205a5f508962229af32cc924c1433,1891165285458703521,group-00277,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836.jpg,Healthy,,300,300,e40ca5a7292e6ed103864306b702306768f4b2fcaffa3da773eafc1581b890b9,cfef65027f99b5bdcb67b756e56be05ef669ee67aff28fbd62b4491c2b0570e9,7999226503339625609,group-00278,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836_1.jpg,Healthy,,300,300,a2f43ccfcf3f5f6460aafe1f73b070f8a2f5d6b7a88da70aa78de2c59f7c3ae9,03553a6d78e62116427e87ad72e7fff733ba58795819d024ff8f2113dd51ca20,7927169012637289609,group-00279,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104837.jpg,Healthy,,300,300,b54d16fa7211c7337902603726766d4cd33f8e69484c757a7c0e63bb59257417,add8207f3ee8d991a57d30e6c1be6eab4e389e2fe3341aee314ace6d4f87a110,7998659258671082697,group-00280,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104838.jpg,Healthy,,300,300,20f57588aa6aaff57aebb1f04e994a07087cbbbc8bb4836fd09c3e8f05cffdf5,acf6d863d48857627c06c08a87e675e759fe7f1edc5979886f8653eec626a78b,3316042645641014465,group-00281,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104840.jpg,Healthy,,300,300,e826bb3af3e708e57dbdf5966e2891ccac617b3c03220a100bbcc4b53a8a0501,4c190727dd9027174aea0fec2cae54be087117db73d1286ad4a5e69257287dcb,8000360526087358049,group-00282,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104841.jpg,Healthy,,300,300,34ca2213dd8cd6bf1c01bd1ef238bae612fd335d5093ceff97331f6181a3991e,3f41bf2abe7c8c6ba7488b785111f9b9074c632b8e7eca112ac4b3350c655877,7896702968001365825,group-00284,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104843.jpg,Healthy,,300,300,e0915e7cd928e9003c4431058753db59cb0854bc59d18feeac1f083be2615e61,e0a0ac362658893b34cd9d3e4941f1142819d35e27777592f0fd158736c0fc03,7896766739541559105,group-00284,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121152.jpg,Healthy,,300,300,709a5904fabfabcdb8739f2fc068c477df5a3c7bc9d7952842e5e605556b2739,448c58cfd341809c50b8ebe7eb0866947d4d4a6c2d8b9e6b2dcf6a3f710164ad,1490078688737692907,group-00285,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121159.jpg,Healthy,,300,300,94db85cb7d0eb3edf21b81138fc1d57b2e3fb29a23201b76ae59a109f4912e6d,98e204ea4468d083ee4f3bad00bb9ed74c58b88dc97201e1d84cea542be6c239,1497998996776633534,group-00286,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121216.jpg,Healthy,,300,300,e882a86660f7e27955ad6b1cca274325abcc82aad373ea889fa4afd5dcb8b1c4,ecaa88ce1ebc36b6b3f6ec073d8a677a3582bd45297288674dd032615d347bdd,1500484899151508094,group-00287,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121240.jpg,Healthy,,300,300,3c4f9d8ec2292d61a00b677fe71d39d48667e3312e227243a2f26a86f3c30549,9462eed3c410030a5b04b41015eeaddc6fb27a01d792f038fc86f762159097cd,3786150814091596523,group-00288,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121242.jpg,Healthy,,300,300,897f702287a3232825c399da596a8b3e72333fbac188c9aec1323abcdb5bb2fd,6bd3f1924f3c943263705fa338988d77d6a95455e918a280436f50644a03b4d8,1480361418919139947,group-00289,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121248.jpg,Healthy,,300,300,3a27ff908776102b59323a2d1ee6e144bbd17e9f1f12bd3b2e5102739773df76,f813d4053f584841d2455f93ffb7db22d9f0d474d8723c93d9fe2d2ae605fe27,1604386022497895023,group-00292,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121250.jpg,Healthy,,300,300,45ebe5dfb2be40da19b1955d6f1d7b241a2b01104cdf80bf92591b6ac22fec17,7ad0ab7f6a800128b45d12358488a48f0e0651176daf8d58c2676e62928dc787,1604386021424154223,group-00292,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121254.jpg,Healthy,,300,300,a9836e52efd382c4b72c5ad0d0a4ae5f5c342d10bf5dbd70fac0898bf4961983,787067a2005356092b2245afdd50118b2ba0d92bd7bfac65cd2948c8a6254160,1604315653619511919,group-00292,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121258.jpg,Healthy,,300,300,e5501b25c8d70b20141195e9a78d1f7faea20dc78360126885677d6ffb352141,84b8db2ee798cecc35766ca51460d79267006e33649154ba01aa32ad5974c344,2763334968294041466,group-00293,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121301.jpg,Healthy,,300,300,3e9be0b046139002f8c41f00c9e6e12ed888fee870d4df7c0e2a82da534d2615,2c1c9db6ff24ea87a112de068e747e11301145377f2be3455a6111acb551988f,3697691427429598842,group-00294,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121303.jpg,Healthy,,300,300,b0bd1febf710ab4b0928d3e21065b1ba828ef0a3b28780ae7614dadb720f0e7b,56ea3664d5fae79ee075af90435cbec2da9b16f34f2b559d6a32d7e0f9cff621,3699872858498983738,group-00295,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121311.jpg,Healthy,,300,300,52b3f9f9ce2f6b341342b4bd6182e7b2f9f1c269b57e159cd39ac83ec0d3a75c,47aff73523adfe0363e8a5e2c635b6f7b9a998725fd063fa91f2f5e287c6e18f,692245194985858750,group-00297,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121312.jpg,Healthy,,300,300,7d5324dda863ac718ee4aad010c6a071c6048f21d16497f6392d9798251c3c49,da12615cd9303ccbf310a6fcf0b83a32412d982b724d519df49239d36ebc04b1,4727470186236110526,group-00297,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121317.jpg,Healthy,,300,300,24bede543e7ac3fd40c5cc582c23af5d4ebc771350eab6a8babee86b234dd7b7,d87461db35cd0f17e14fbae48ec42adbe152f04178f129f92758f66947def67c,487966669751588094,group-00299,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121320.jpg,Healthy,,300,300,df6e2967f7db6f48464acb498abca3aa9b502a52593ccc06a85c72bc82f518c7,a223115af46e6bcf9c13f8494eb0769f0da906ad7109b24cd2a51fe2a2f481f0,7387481264523449598,group-00299,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121326.jpg,Healthy,,300,300,c911271543503c9273627e8015a3e463419fd2f308377c244f3517d42ab534a4,5e799b8cb1b125f99e7be249ec4eb5e2111d205d2dc9801a7993b34550674a6d,5229579950210078446,group-00300,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121331.jpg,Healthy,,300,300,e3fa49d387bfc2a786e949bb45cfdfa499985b67f8d1c62a79505e8b9acb5f01,23d55241273b3abb28b7e04e5a249ff5a3baf8b47f6602244491fff55cea1045,690845518968084222,group-00303,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121333.jpg,Healthy,,300,300,1e9d677c7c1bdaf45d0076804ad081668392d7d7d6e532a76716d07dd3e991c8,8ad2686c1b3b0e2e078e5f432f62e56442e2e8fd7226d3e0b5c03f4bc5a4d6b1,690845518834915070,group-00303,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121335.jpg,Healthy,,300,300,9549850e320fa4181b404b599b68e85836b9ce1c45405d553400f521b5b7d911,fb028e8fa0d0e749b05c69dc8aab86aac3bbd0c4505d6a614fcc24a1a168e177,690845827131987710,group-00303,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121339.jpg,Healthy,,300,300,7a5b1149c447a6988b2dd9863456e08e6d8f670e8cbda64e5ef5d1c4407103ba,c07ffa6065d583d9750ed8ba6c2982fb727038dbb5593d633dd9e35427047574,1360519568150975742,group-00304,development,train
